iter	Logloss
183	0.440425564
184	0.4396287719
185	0.4391618029
186	0.4387994472
187	0.4380638266
188	0.4374535589
189	0.4369610223
190	0.4365896045
191	0.4361148027
192	0.4353516133
193	0.4350272955
194	0.4346331478
195	0.4342953405
196	0.4338044454
197	0.4327485595
198	0.4322733557
199	0.4313367588
200	0.4306652359
201	0.4303324096
202	0.4299829288
203	0.4294585841
204	0.4288508492
205	0.4281970044
206	0.4276786689
207	0.427116776
208	0.4267102106
209	0.4263756798
210	0.4257197005
211	0.42507704
212	0.4247280219
213	0.4241816855
214	0.4238677056
215	0.4235784526
216	0.4231750903
217	0.4227828596
218	0.4222771682
219	0.4218797325
220	0.4212587996
221	0.4208016676
222	0.4203991774
223	0.4195893987
224	0.4191548805
225	0.4187451497
226	0.4183812162
227	0.4177484217
228	0.4171157099
229	0.4163827331
230	0.4153048254
231	0.4147298396
232	0.4139258267
233	0.4135955704
234	0.4131874021
235	0.4126441558
236	0.4121404856
237	0.4112757603
238	0.4109037309
239	0.4106175287
240	0.4100003319
241	0.4096106414
242	0.4091546387
243	0.4087280827
244	0.4084870716
245	0.4080495264
246	0.4073878114
247	0.4065918752
248	0.4061752753
249	0.4052746521
250	0.4047047281
251	0.4042766493
252	0.4038424105
253	0.4032524804
254	0.4027620237
255	0.4022926585
256	0.4016547629
257	0.4013965631
258	0.4006238803
259	0.4002004115
260	0.3996783936
261	0.3993579176
262	0.3986770359
263	0.3980631369
264	0.3977226724
265	0.3972275406
266	0.3968295005
267	0.3962709519
268	0.3952241219
269	0.3949701858
270	0.3947937196
271	0.3942768988
272	0.393883811
273	0.3935122414
274	0.3930779449
275	0.3927029248
276	0.3922625858
277	0.3918198515
278	0.3916256762
279	0.391243247
280	0.3909313853
281	0.3903012005
282	0.3897080124
283	0.3892105482
284	0.3886704055
285	0.3884363702
286	0.3877871682
287	0.3869739277
288	0.3867616021
289	0.3863791637
290	0.385882531
291	0.3856430843
292	0.3853965545
293	0.385115535
294	0.3848623227
295	0.3845027239
296	0.3840772466
297	0.3837329934
298	0.3835024774
299	0.3829566333
300	0.3827170593
301	0.3822239007
302	0.3819097211
303	0.381540051
304	0.3812099112
305	0.380680949
306	0.380359673
307	0.379978793
308	0.3796453922
309	0.3790943911
310	0.3787268095
311	0.3782450757
312	0.3777303564
313	0.377200723
314	0.3766657762
315	0.3762082509
316	0.3759765551
317	0.3756525234
318	0.375335901
319	0.3749841429
320	0.374680561
321	0.3742891816
322	0.3739609045
323	0.3735501197
324	0.3729760903
325	0.3724642645
326	0.3718888242
327	0.3716201421
328	0.3709946389
329	0.3706278799
330	0.3701573508
331	0.3698446882
332	0.369528539
333	0.3690859696
334	0.3686981652
335	0.3685112125
336	0.3679393325
337	0.3673853416
338	0.3671424776
339	0.3669358926
340	0.366513986
341	0.3661371262
342	0.3659018486
343	0.3654816535
344	0.3649613253
345	0.3646513195
346	0.3644486553
347	0.3641047009
348	0.3635633923
349	0.363209214
350	0.3626788635
351	0.3620271155
352	0.3615525512
353	0.3612405064
354	0.3605601616
355	0.3600935861
356	0.3596158527
357	0.3594662654
358	0.3592035705
359	0.3588641699
360	0.3585496617
361	0.3583189653
362	0.3579956505
363	0.3576846153
364	0.3574324444
365	0.3571434438
366	0.3569680531
367	0.3567271122
368	0.3564600341
369	0.3562669224
370	0.3558798093
371	0.3556246902
372	0.3552468044
373	0.3547740886
374	0.3543107254
375	0.3540970821
376	0.3538084166
377	0.3534657506
378	0.3533122649
379	0.3528849454
380	0.352690997
381	0.3523223644
382	0.3520387606
383	0.3517303096
384	0.3515029791
385	0.3511161611
386	0.3508917655
387	0.3503559612
388	0.3501929314
389	0.3498590282
390	0.3495012117
391	0.348985792
392	0.3488259955
393	0.3481336212
394	0.3478020992
395	0.3473291646
396	0.3470960273
397	0.3467183493
398	0.3464081492
399	0.3461853412
400	0.345559528
401	0.3453632141
402	0.3450358477
403	0.3446306322
404	0.3443186174
405	0.3439336339
406	0.3435411399
407	0.3432920538
408	0.3431082187
409	0.3426225055
410	0.3425036505
411	0.3421497857
412	0.3418107628
413	0.3414847024
414	0.3409726936
415	0.340610277
416	0.3401415565
417	0.339659076
418	0.3392119951
419	0.3386921176
420	0.3384330867
421	0.3382759245
422	0.3379411769
423	0.3377104328
424	0.3374250718
425	0.3372755981
426	0.3369761996
427	0.3368243588
428	0.3365184192
429	0.3363669149
430	0.3361869413
431	0.3356311575
432	0.335443618
433	0.3351401565
434	0.3348692275
435	0.3346538817
436	0.3345215355
437	0.3342296787
438	0.3339733329
439	0.3338368497
440	0.3335094948
441	0.3331442653
442	0.3325785967
443	0.3324049593
444	0.3321529505
445	0.3319324653
446	0.3316127858
447	0.3311779836
448	0.3308560818
449	0.3305814165
450	0.3303182034
451	0.3300535633
452	0.32976757
453	0.3295170119
454	0.3292664219
455	0.3289277326
456	0.3286218912
457	0.3280770019
458	0.3279349306
459	0.3277334055
460	0.3275033474
461	0.3272641683
462	0.3267271116
463	0.3265492595
464	0.3263534067
465	0.3261926223
466	0.3255972396
467	0.3254367628
468	0.3251536202
469	0.324886562
470	0.3246093003
471	0.324425538
472	0.3241469015
473	0.3239539215
474	0.3236262818
475	0.3234272038
476	0.3229330384
477	0.3227261037
478	0.3224910129
479	0.3221519489
480	0.3218803102
481	0.3216301751
482	0.3214028498
483	0.3211877686
484	0.3209314588
