iter	Logloss
487	0.5384565203
488	0.5381406499
489	0.5378032647
490	0.5376643998
491	0.5372582771
492	0.5368912582
493	0.5363958953
494	0.5361524012
495	0.5360229496
496	0.5357874651
497	0.5354697967
498	0.5352265041
499	0.5350284248
500	0.5347103396
501	0.5344538201
502	0.5340353147
503	0.5338532367
504	0.5335869656
505	0.5331179902
506	0.5329131173
507	0.5327634991
508	0.5325575461
509	0.5322988285
510	0.5319018856
511	0.5315746531
512	0.5312903674
513	0.5310270108
514	0.530811811
515	0.5306218598
516	0.5303103458
517	0.5296890834
518	0.529281497
519	0.5289678054
520	0.5286879476
521	0.528363312
522	0.5281032895
523	0.5277214543
524	0.5274568795
525	0.527216932
526	0.5267835497
527	0.5263309283
528	0.526086896
529	0.5258031818
530	0.525654063
531	0.525165927
532	0.5247200094
533	0.5243704508
534	0.5240141514
535	0.523806192
536	0.5234003347
537	0.5231585549
538	0.5229126999
539	0.5225649724
540	0.5223248536
541	0.5221544212
542	0.5216607986
543	0.5215027175
544	0.5211717174
545	0.5209675858
546	0.5205107811
547	0.5201621163
548	0.5195890132
549	0.5192571095
550	0.5188551424
551	0.518607994
552	0.5182885032
553	0.5178319355
554	0.5172978179
555	0.5168308093
556	0.516358972
557	0.5158762495
558	0.5155212425
559	0.5151280615
560	0.5147712087
561	0.5144012157
562	0.5142254716
563	0.5137860419
564	0.5135196417
565	0.51324018
566	0.5129849838
567	0.5126444788
568	0.5123319423
569	0.5120228106
570	0.5116217013
571	0.5113304398
572	0.5108553056
573	0.5104760303
574	0.510154444
575	0.5099844027
576	0.5096816936
577	0.5092201033
578	0.5088814792
579	0.5087171543
580	0.5083827543
581	0.508017648
582	0.5077102035
583	0.5074088456
584	0.5070265014
585	0.5067483938
586	0.5063071032
587	0.5060186911
588	0.5057026092
589	0.5054385405
590	0.5052423866
591	0.5049879013
592	0.5044516374
593	0.5040625058
594	0.5036642511
595	0.5033214042
596	0.5031007963
597	0.5027123988
598	0.50243352
599	0.5022120544
600	0.501943888
601	0.5015948344
602	0.5014028108
603	0.5011780679
604	0.5008578396
605	0.5005378822
606	0.5000734127
607	0.4998655177
608	0.4996466219
609	0.4993167932
610	0.4991900397
611	0.4988171074
612	0.4985127283
613	0.4982519746
614	0.4978947805
615	0.4973868411
616	0.4969286313
617	0.4964556273
618	0.4959003492
619	0.4955307339
620	0.4952565162
621	0.4950470011
622	0.4947279554
623	0.4943481983
624	0.4941053163
625	0.49386397
626	0.4936694625
627	0.4933557894
628	0.4929142318
629	0.4924695679
630	0.4918162716
631	0.4913628005
632	0.4910590678
633	0.4906413345
634	0.4904183254
635	0.4900862405
636	0.489812443
637	0.4891967317
638	0.4888103455
639	0.4883660288
640	0.488010231
641	0.4876640824
642	0.4874598841
643	0.4870939334
644	0.4868058762
645	0.4865993756
646	0.486329283
647	0.4860116622
648	0.4857591627
649	0.4855282164
650	0.4853706222
651	0.4851980189
652	0.484965782
653	0.4846755579
654	0.4845751138
655	0.4842163672
656	0.4840700026
657	0.4838846104
658	0.4836501129
659	0.4833855584
660	0.4831117839
661	0.4829753813
662	0.4826115728
663	0.4822904814
664	0.4821562553
665	0.4820449155
666	0.4816334621
667	0.481202947
668	0.4809044511
669	0.4805853862
670	0.4802618496
671	0.4797772443
672	0.4794857594
673	0.479221832
674	0.4787314169
675	0.4784807295
676	0.4781368888
677	0.4778175374
678	0.4774585365
679	0.4772394693
680	0.4768603003
681	0.4764359286
682	0.4760929703
683	0.4757570052
684	0.4755134461
685	0.4753717274
686	0.4751413704
687	0.4748477045
688	0.4745468586
689	0.4743286206
690	0.4739820614
691	0.4736321184
692	0.4734309504
693	0.4731347749
694	0.4728212076
695	0.4725279909
696	0.4722538441
697	0.4719324219
698	0.4717422759
699	0.4714571668
700	0.471058065
701	0.4708476166
702	0.4706327594
703	0.4703632352
704	0.470180923
705	0.4699573347
706	0.4697554577
707	0.4694810747
708	0.4691543397
709	0.4688425614
710	0.4685111953
711	0.4682992143
712	0.4679378007
713	0.4675195977
714	0.4673314202
715	0.4671169627
716	0.4668431321
717	0.4667146209
718	0.4664310474
719	0.4662023429
720	0.4655610268
721	0.4653338772
722	0.4651051324
723	0.4648233645
724	0.4644333381
725	0.464108168
726	0.4639282696
727	0.4633567199
728	0.4630192708
729	0.4628447055
730	0.4623445946
731	0.4621113061
732	0.4619057879
733	0.4616351228
734	0.4614511754
735	0.4609913982
736	0.4605526752
737	0.4602246049
738	0.4600614499
739	0.4597611963
740	0.4593775651
741	0.4590021873
742	0.4587281653
743	0.458572741
744	0.4583713605
745	0.4580995967
746	0.4577600497
747	0.4574478896
748	0.4572455978
749	0.4570207471
750	0.4568554369
751	0.4567026545
752	0.4563320523
753	0.456154446
754	0.4557998901
755	0.4553852574
756	0.4551742191
757	0.4550188312
758	0.4546890061
759	0.4544304668
760	0.4542458193
761	0.4539227928
762	0.4536734434
763	0.4535110989
764	0.4532545337
765	0.4529788596
766	0.4523999549
767	0.4520322074
768	0.4517765901
769	0.4516386808
770	0.4514002632
771	0.4511216161
772	0.4507684558
773	0.4503676392
774	0.4502832625
775	0.450044983
776	0.4496734768
777	0.4493249853
778	0.4490873325
779	0.448768665
780	0.4485041287
781	0.4482691321
782	0.4480860241
783	0.4479005803
784	0.4476728837
785	0.4474693375
786	0.4470218728
787	0.4464216706
788	0.4463029458
789	0.4460918852
790	0.4459277524
791	0.4456408799
792	0.4454433524
793	0.4451884094
794	0.4450686371
795	0.4448304151
796	0.4445144994
797	0.4441272067
798	0.4437566593
799	0.4434862713
800	0.4433692543
801	0.4431821084
802	0.4427805633
803	0.4425813031
804	0.4422852338
805	0.4420526554
806	0.44171192
807	0.4415483826
808	0.4412999488
809	0.440910594
810	0.4408119474
811	0.440456378
812	0.4400973195
813	0.4397587185
814	0.4394104294
815	0.4390375988
816	0.4387147932
817	0.4383973574
818	0.4381075227
819	0.4377468678
820	0.4373661032
821	0.4369533478
822	0.4367260336
823	0.4365003389
824	0.4363432151
825	0.4361556428
826	0.4359311336
827	0.4356750214
828	0.4354860839
829	0.4354154134
830	0.435082349
831	0.4347274106
832	0.4346124778
833	0.4344688771
834	0.4341881838
835	0.4340432278
836	0.4339025327
837	0.4336712386
838	0.4334641995
839	0.4332592906
840	0.4330617694
841	0.4328213766
842	0.4325624277
843	0.432364071
844	0.4320929806
845	0.4319370005
846	0.4315309264
847	0.4312842348
848	0.4310015813
849	0.4307390916
850	0.4305932662
851	0.4303270565
852	0.430137298
853	0.4297539917
854	0.4295020613
855	0.4292358868
856	0.4290183787
857	0.4287186438
858	0.4285927395
859	0.4284515626
860	0.4282616168
861	0.4281011174
862	0.4279044246
863	0.4277151849
864	0.4275254153
865	0.4272164651
866	0.426858534
867	0.4264671676
868	0.4262721708
869	0.4260333788
870	0.4257556371
871	0.4255857811
872	0.4254448282
873	0.4253959369
874	0.4252835041
875	0.4251237269
876	0.4248666354
877	0.4246874789
878	0.4243956583
879	0.4241776545
880	0.4240483762
881	0.4237313234
882	0.4234276557
883	0.4231608213
884	0.4227818985
885	0.4224829451
886	0.4223831305
887	0.4221570987
888	0.4217939
889	0.4215802303
890	0.4214246175
891	0.4211080313
892	0.4209082689
893	0.42080461
894	0.4206000851
895	0.4203397801
896	0.4201888193
897	0.4200769392
898	0.4199454237
899	0.4198190234
900	0.4195804027
901	0.4193656408
902	0.4192410602
903	0.4189203464
904	0.4186650826
905	0.4184351396
906	0.4182159886
907	0.4179001666
908	0.4177616133
909	0.4173906947
910	0.4171741239
911	0.4169867612
912	0.4166671155
913	0.4164893594
914	0.4161914403
915	0.4160090346
916	0.4157981873
917	0.4156064668
918	0.4155170299
919	0.4153053341
920	0.4151339536
921	0.4150207553
922	0.4147812248
923	0.4145077433
924	0.4141956879
925	0.4140414068
926	0.4138085612
927	0.4136718346
928	0.4135342077
929	0.4131947746
930	0.4127881764
931	0.4123664971
932	0.4122245292
933	0.411974803
934	0.4117841487
935	0.4113601475
936	0.4111183388
937	0.4108453147
938	0.4106558665
939	0.4103348055
940	0.4101351162
941	0.4100203854
942	0.4098332903
943	0.4096270124
944	0.409476788
945	0.4093163652
946	0.4089686829
947	0.4088441153
948	0.4086722698
949	0.4083561237
950	0.4082493429
951	0.40809726
952	0.4079513609
953	0.4077109101
954	0.4074323763
955	0.4071074743
956	0.4068462084
957	0.4066297634
958	0.406345967
959	0.4060242076
960	0.4057954607
961	0.4054954593
962	0.4053434631
963	0.4051851328
964	0.4048305317
965	0.4045206921
966	0.4042106088
967	0.4037656956
968	0.403618934
969	0.4034241336
970	0.4031882968
971	0.4029000069
972	0.402685137
973	0.4024630483
974	0.40235771
975	0.4022864988
976	0.4021827109
977	0.4018259944
978	0.4017588203
979	0.4015231802
980	0.4013773095
981	0.4011932357
982	0.4008856187
983	0.4006539487
984	0.4004685693
985	0.4002649058
986	0.4000777308
987	0.3999112175
988	0.3996338805
989	0.399390513
990	0.3991952502
991	0.3990013313
992	0.3987756505
993	0.398345809
994	0.3981027721
995	0.397825609
996	0.3975477195
997	0.3972681508
998	0.3971229534
999	0.3969467285
